gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,ChargeRatio,ServiceCount,HasPhoneService,HasInternetService,MultipleLines_Yes,MultipleLines_No,OnlineSecurity_Yes,OnlineSecurity_No,OnlineBackup_Yes,OnlineBackup_No,DeviceProtection_Yes,DeviceProtection_No,TechSupport_Yes,TechSupport_No,StreamingTV_Yes,StreamingTV_No,StreamingMovies_Yes,StreamingMovies_No,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureBucket_13-24_months,TenureBucket_25-48_months,TenureBucket_49+_months
0,0,1,1,71,1,0,23.9,1663.5,0,1.020078148482116,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,True,False,False,False,False,True
1,1,1,0,19,1,0,66.4,1286.05,0,0.9809882975000973,4,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,False,False,False,False,False,False,False,True,False,False
0,0,0,1,2,1,1,19.6,35.85,1,1.093444909344491,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,False
1,0,0,0,57,1,0,18.8,1094.35,0,0.9792114040297896,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,True,False,False,False,False,True
1,0,1,0,72,1,1,108.4,7719.5,0,1.0110499384675173,7,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,True,False,False,True,False,True,False,False,False,True
0,0,0,0,6,1,1,85.95,514.6,0,1.0021375825884182,3,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,True,False,False,False,False,False,True,False,False,False
0,0,1,1,17,1,1,85.45,1451.6,1,1.0007233397630202,3,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,True,False,False,False,False,True,False,True,False,False
1,0,1,0,61,1,0,80.9,4932.5,0,1.0004865686771416,6,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,False,False,False,True,False,False,False,False,False,True
1,0,1,1,1,1,1,71.0,71.0,1,1.0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,False,False,False
1,0,1,1,48,1,0,111.8,5443.65,0,0.9858091537846849,8,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,True,False,False,True,True,False,False,False,True,False
1,0,0,0,16,1,1,20.6,330.25,0,0.9980317940953823,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,True,False,False
1,1,0,0,9,1,1,85.05,746.5,1,1.025385130609511,3,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,True,False,False,False,False,True,False,False,False,False
0,0,0,0,3,1,0,44.6,122.7,0,1.0904645476772616,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,False,False,False,False,False,True,False,False,False,False
1,0,0,1,1,1,1,44.4,44.4,1,1.0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,False,False,False,False,False,True,False,False,False,False
1,0,0,0,65,1,0,105.1,6631.85,0,1.0301047219101758,6,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,True,False,False,True,True,False,False,False,False,True
0,0,1,1,70,1,1,115.15,8250.0,0,0.977030303030303,8,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,True,False,False,True,True,False,False,False,False,True
1,0,1,0,60,1,1,59.8,3561.15,0,1.0075396992544543,3,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,False,False,True,False,False,False,True,False,False,True
0,0,1,0,69,1,1,26.3,1763.55,0,1.0290039976184402,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,False,False,True,False,False,False,True
0,1,0,0,35,1,0,70.55,2419.0,0,1.0207730467135179,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,False,True,False
0,0,0,0,22,1,1,20.05,470.2,0,0.9381114419396003,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,True,False,False
1,0,1,1,66,1,0,79.85,5234.95,0,1.0067144862892672,6,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,False,False,False,True,False,False,False,False,False,True
1,1,1,0,1,1,1,70.3,70.3,1,1.0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,False,False,False
0,0,1,0,1,1,1,79.35,79.35,1,1.0,2,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,True,False,False,False,False,False,False,False,False,False
1,0,1,1,34,1,1,90.05,3097.0,0,0.9886018727801097,4,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,True,False,False,False,True,False,False,False,True,False
0,0,1,1,72,1,0,24.45,1709.1,0,1.0300157977883095,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,False,False,False,True
1,0,1,1,31,0,0,59.95,1848.8,0,1.0052196019039377,5,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,False,False,True,False,False,True,False,False,True,False
1,0,0,1,30,1,0,25.35,723.3,0,1.0514309415180423,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,False,False,False,False,False,True,False
0,0,0,0,9,1,1,90.8,809.75,1,1.0092003704847174,3,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,True,False,False,False,False,False,False,False,False,False
1,0,1,1,20,1,1,70.45,1470.95,1,0.9578843604473299,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,True,False,False
1,1,1,0,19,0,1,34.3,577.15,0,1.129169193450576,2,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,False,False,False,False,True,False,False,True,False,False
0,0,1,0,65,1,1,105.05,6914.95,0,0.9874619483871901,6,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,True,False,False,False,False,True,False,False,False,True
0,0,1,1,30,1,0,19.3,602.9,0,0.9603582683695472,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,True,False,True,False
1,0,0,0,6,1,0,19.15,124.4,0,0.9236334405144694,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,False,False,False,True,False,False,False
0,0,0,0,2,0,0,51.4,96.8,0,1.06198347107438,3,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,False,False,False,False,False,True,False,False,False,False
1,0,1,1,53,1,0,71.85,3827.9,0,0.994814389090624,5,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,False,False,False,False,False,True,False,False,False,True
1,1,1,0,7,1,1,75.4,533.05,0,0.9901510177281683,2,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,False,False,False
0,0,1,1,61,1,1,49.7,2961.4,0,1.0237387722023368,2,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,False,False,True,False,False,False,False,False,False,True
1,1,0,0,70,0,1,45.25,3264.45,1,0.9703012758657661,2,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,False,False,True,False,False,True,False,False,False,True
0,0,0,0,13,1,1,78.75,995.35,0,1.0285326769478074,6,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,False,False,False,False,False,True,False,True,False,False
1,1,1,0,35,1,1,81.6,2815.25,0,1.0144747358138708,3,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,True,False,True,False,False,False,False,False,True,False
0,0,1,0,2,1,1,70.4,154.8,0,0.9095607235142119,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,True,False,False,False,False,False
0,0,0,0,3,1,1,75.8,246.3,1,0.9232643118148598,2,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,False,False,False
0,0,0,0,3,1,0,76.1,257.6,0,0.8862577639751551,2,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,False,False,False
0,0,0,0,62,1,1,94.0,5757.2,0,1.0122976446883902,4,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,True,False,True,False,False,False,False,False,False,True
1,0,1,1,72,1,0,103.95,7517.7,0,0.9955704537291992,7,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,True,False,False,True,True,False,False,False,False,True
1,0,1,0,63,1,1,19.95,1234.8,0,1.0178571428571428,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,False,False,False,True
1,1,0,0,20,1,0,71.3,1389.2,1,1.0264900662251655,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,True,False,False,True,False,False
0,1,0,0,35,1,1,110.8,3836.3,0,1.0108698485519902,8,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,True,False,True,False,False,False,False,False,True,False
1,1,1,0,21,1,1,69.1,1474.75,1,0.9839633836243431,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,True,False,False
1,0,1,0,62,1,0,96.1,6001.45,0,0.9927934082596706,5,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,True,False,True,False,False,True,False,False,False,True
0,0,0,0,15,1,1,48.8,720.1,0,1.016525482571865,2,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,False,False,False,False,False,False,True,True,False,False
0,0,0,0,55,1,1,50.55,2832.75,0,0.9814667725708234,2,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,False,False,False,False,True,False,False,False,False,True
0,0,0,0,11,1,1,44.65,472.25,0,1.0400211752249868,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,False,False,False,False,False,False,True,False,False,False
0,0,1,1,17,1,0,88.25,1460.65,1,1.0271112176085988,4,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,True,False,False,False,False,True,False,True,False,False
0,0,0,0,61,1,0,19.45,1336.35,0,0.8878287873685787,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,False,False,False,False,False,False,True
0,0,1,0,71,1,0,89.3,6388.65,0,0.992431890931574,8,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,False,False,False,True,True,False,False,False,False,True
0,0,0,0,2,1,0,70.0,153.05,1,0.9147337471414569,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,False,False,False,False,False
1,0,0,0,35,1,0,19.25,677.9,0,0.9938781531199292,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,True,False,True,False
0,0,0,0,17,1,0,70.5,1165.6,0,1.028225806451613,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,False,False,True,False,False
0,0,0,0,21,1,1,97.35,2119.5,1,0.9645435244161359,4,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,True,False,False,False,False,True,False,True,False,False
0,0,1,0,47,1,0,19.65,921.55,0,1.0021702566328468,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,False,False,True,False
0,0,1,0,3,1,0,20.85,72.0,0,0.86875,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False
1,0,0,0,3,1,1,19.65,68.35,0,0.8624725676664229,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False
1,1,1,0,44,1,1,19.35,847.25,0,1.0048982000590145,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,True,False,False,False,True,False
0,0,0,0,1,1,1,44.0,44.0,0,1.0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,False,False,False,False,False,False,True,False,False,False
0,0,1,1,44,1,0,94.4,4295.35,0,0.9669991968058482,5,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,True,False,True,False,False,True,False,False,True,False
1,0,1,1,5,1,1,25.9,135.0,1,0.9592592592592593,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False
1,0,0,0,24,1,1,55.65,1400.55,1,0.9536253614651387,3,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,False,False,False,False,False,False,False,True,False,False
0,0,0,1,1,1,1,69.65,69.65,1,1.0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,False,False,False
0,0,0,0,18,1,1,75.4,1380.4,0,0.9831932773109243,2,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,True,False,False
0,0,0,0,10,1,1,100.6,1060.2,1,0.9488775702697604,5,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,True,False,False,False,False,True,False,False,False,False
0,0,1,0,65,1,0,71.0,4386.2,0,1.052163604030824,5,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,False,False,False,True,False,False,False,False,False,True
0,1,0,0,1,1,1,86.0,86.0,1,1.0,3,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,True,False,False,False,False,True,False,False,False,False
0,0,0,0,53,1,1,106.95,5785.5,1,0.9797511018926628,6,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,True,False,True,False,True,False,False,False,False,True
1,0,0,0,3,1,0,21.2,52.05,0,1.2219020172910662,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,False,False,False,True,False,False,False
1,0,1,0,33,1,1,61.05,2018.4,0,0.9981420927467299,4,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,False,False,False,True,False,False,True,False,True,False
1,0,0,0,3,0,1,29.6,79.45,1,1.117684078036501,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,False,False,False,False,False,True,False,False,False,False
0,0,0,0,34,1,1,79.95,2727.3,0,0.99670003299967,6,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,False,False,True,False,False,False,False,False,True,False
0,0,1,1,14,1,1,19.7,263.65,0,1.0460838232505216,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,True,True,False,False
0,0,0,0,13,1,1,20.3,275.4,0,0.9582425562817721,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,True,False,False
1,1,1,0,46,0,1,59.9,2816.65,1,0.9782543091970959,5,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,False,False,True,False,False,False,False,False,True,False
1,0,1,1,23,1,0,24.35,538.5,0,1.0400185701021356,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,False,False,False,True,True,False,False
0,0,1,1,47,1,0,19.75,948.9,0,0.9782379597428602,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,True,False,True,False
1,0,0,1,17,1,1,50.3,846.8,0,1.0098016060462918,2,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,False,False,False,False,False,False,True,True,False,False
0,0,1,1,49,1,1,95.6,4783.5,1,0.9792829518135255,4,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,True,False,False,False,False,True,False,False,False,True
1,1,1,0,59,0,1,50.25,2997.45,0,0.9890907271180504,3,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,False,False,False,False,False,True,False,False,False,True
0,0,0,0,69,1,1,85.35,5897.4,0,0.998601078441347,7,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,False,False,False,True,True,False,False,False,False,True
1,0,0,0,11,0,1,41.6,470.6,1,0.9723756906077348,2,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,False,False,True,False,False,True,False,False,False,False
1,0,0,0,10,1,1,51.65,524.5,0,0.9847473784556721,2,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,False,False,False,False,False,False,True,False,False,False
1,0,1,1,12,1,1,24.0,269.65,0,1.068051177452253,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False
1,0,0,0,45,1,1,100.85,4740.0,1,0.9574367088607595,5,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,True,False,False,False,True,False,False,False,True,False
0,0,1,1,39,1,1,59.85,2341.5,0,0.9968609865470852,3,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,False,False,False,False,False,False,True,False,True,False
1,1,1,0,71,1,0,25.45,1789.65,0,1.0096666946050903,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,True,False,False,False,False,True
1,0,1,1,71,1,0,23.9,1626.4,0,1.0433472700442694,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,True,False,False,False,False,True
0,0,1,1,33,1,0,24.15,800.3,0,0.9958140697238536,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,False,True,False,False,False,True,False
1,1,0,0,67,1,1,75.7,5060.85,0,1.0021834276850727,2,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,False,False,True,False,False,True
1,0,1,1,37,0,0,40.2,1448.8,1,1.0266427388183326,3,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,False,False,False,False,False,False,False,False,True,False
1,0,1,1,49,1,0,84.5,4254.85,1,0.9731247870077675,3,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,True,False,False,False,False,True,False,False,False,True
0,0,1,0,9,1,0,50.85,466.6,0,0.9808186883840548,2,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,False,False,False,False,False,False,True,False,False,False
1,0,1,0,52,1,1,91.6,4627.8,0,1.0292579627468774,5,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,True,False,False,True,True,False,False,False,False,True
0,0,0,0,70,1,0,98.9,6838.6,0,1.012341707367005,5,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,True,False,True,False,False,True,False,False,False,True
1,0,0,0,1,1,1,85.0,85.0,0,1.0,3,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,True,False,False,False,False,True,False,False,False,False
0,1,0,0,14,1,1,78.95,1101.85,1,1.003131097699324,3,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,True,False,False,False,False,True,False,True,False,False
1,0,0,0,1,1,1,44.3,44.3,0,1.0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,False,False,False,False,False,False,True,False,False,False
1,0,0,0,1,1,0,20.2,20.2,1,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False
0,0,0,0,52,1,1,80.2,4297.6,0,0.9704020848845868,3,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,True,False,True,False,False,False,True,False,False,True
1,0,0,0,6,1,0,60.9,414.1,0,0.8823955566288335,3,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,False,False,False,False,False,False,True,False,False,False
1,0,1,0,7,0,0,34.2,256.6,0,0.9329696024941544,2,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,False,False,False,False,False,False,True,False,False,False
0,1,0,0,47,1,1,85.2,3969.35,1,1.0088301611095016,4,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,True,False,False,False,False,False,False,False,True,False
0,0,0,0,26,1,1,87.15,2274.1,0,0.9963941779165385,4,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,True,False,True,False,True,False,False,False,True,False
1,0,1,1,25,1,0,54.3,1296.8,0,1.0468075262183838,3,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,False,False,False,False,False,True,False,False,True,False
1,0,0,0,69,1,1,19.1,1268.85,0,1.038657051660953,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,True,False,False,True
0,0,0,0,72,1,1,112.75,8192.6,0,0.9908942216146278,8,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,True,False,False,True,True,False,False,False,False,True
1,0,0,0,4,1,1,19.95,59.25,0,1.3468354430379745,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False
1,0,1,1,59,1,0,19.5,1147.85,0,1.002308664024045,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,True,False,False,True
1,0,0,0,67,1,0,65.55,4361.55,0,1.0069470715685935,4,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,False,False,False,True,False,False,False,False,False,True
0,1,0,0,26,1,1,78.8,2006.1,0,1.0212850805044613,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,True,False,False,False,False,True,False,False,True,False
0,0,0,0,27,1,0,78.2,2078.95,0,1.0156088410014672,6,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,False,False,True,False,False,False,True,False,True,False
1,0,1,1,72,1,0,105.25,7609.75,0,0.9958277210158021,6,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,True,False,False,True,False,False,False,False,False,True
0,0,0,0,6,1,1,89.25,487.05,0,1.0994764397905759,4,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,True,False,False,False,False,True,False,False,False,False
1,0,1,1,62,1,0,20.65,1218.45,0,1.0507612130165374,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,True,False,False,False,False,True
1,0,0,0,20,1,1,68.7,1416.2,0,0.9702019488772772,5,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,False,False,True,False,False,True,False,True,False,False
1,0,0,0,6,1,0,78.65,483.3,0,0.9764121663563005,6,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,False,False,False,False,True,False,False,False,False,False
1,0,0,0,51,1,0,24.75,1234.6,0,1.0223959177061397,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,True,False,False,True
0,0,1,1,61,1,0,19.75,1311.6,0,0.91853461421165,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,True,False,False,False,False,True
1,1,1,0,62,1,1,89.1,5618.3,0,0.9832511613833366,5,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,True,False,False,False,False,True,False,False,False,True
0,0,0,0,72,1,1,84.7,6185.15,0,0.985974471112261,4,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,True,False,False,True,False,False,False,False,False,True
1,1,1,0,13,1,1,98.0,1237.85,1,1.0292038615341117,5,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,True,False,False,False,False,True,False,True,False,False
1,0,1,0,5,1,1,94.45,498.1,1,0.9481027906042963,4,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,True,False,False,False,False,True,False,False,False,False
1,1,0,0,3,1,1,105.0,294.45,1,1.0697911360163017,6,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,True,False,False,False,False,True,False,False,False,False
0,1,1,0,26,1,1,93.85,2381.55,1,1.0245848292078688,5,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,True,False,False,False,False,True,False,False,True,False
1,1,0,0,13,1,1,59.9,788.35,0,0.9877592439906132,3,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,False,False,False,False,False,True,False,True,False,False
0,0,1,1,38,1,1,19.95,756.4,0,1.0022474881015337,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,True,False,True,False
0,1,1,0,8,1,1,84.0,613.4,1,1.0955330942288881,3,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,True,False,False,False,False,True,False,False,False,False
1,1,1,1,34,1,1,108.9,3625.2,0,1.021350546176763,7,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,True,False,False,False,False,True,False,False,True,False
1,0,0,0,18,0,0,33.6,550.35,0,1.098937040065413,2,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,False,False,False,False,False,False,True,True,False,False
1,0,1,1,56,1,1,85.85,4793.8,0,1.0028787183445282,4,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,True,False,True,False,False,False,True,False,False,True
0,0,0,0,36,0,1,34.85,1267.2,0,0.9900568181818182,2,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,False,False,False,False,False,False,False,False,True,False
0,0,1,0,9,0,1,48.75,442.2,1,0.9921981004070557,3,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,False,False,False,False,False,True,False,False,False,False
1,0,0,0,1,1,1,84.85,84.85,1,1.0,3,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,True,False,False,False,False,True,False,False,False,False
1,0,0,0,12,1,0,56.65,654.85,1,1.0381003283194623,3,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,False,False,False,False,False,False,True,False,False,False
0,1,1,1,57,1,1,95.3,5567.45,0,0.975689049744497,5,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,True,False,False,False,True,False,False,False,False,True
0,0,0,0,42,1,0,73.9,3160.55,1,0.9820442644476436,6,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,False,False,True,False,True,False,False,False,True,False
0,0,1,1,33,1,1,24.5,740.3,1,1.0921248142644875,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,True,False,True,False
1,0,1,0,70,1,0,84.6,5706.2,0,1.0378185131961726,4,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,True,False,False,True,False,False,False,False,False,True
0,0,0,0,68,0,0,44.95,3085.35,0,0.9906817703015867,3,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,False,False,False,False,False,True,False,False,False,True
1,0,0,1,1,0,1,24.7,24.7,0,1.0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,False,False,False,False,False,True,False,False,False,False
0,0,0,0,37,1,0,100.3,3541.4,0,1.0479189021291013,5,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,True,False,False,False,True,False,False,False,True,False
0,0,0,1,4,1,1,25.45,84.2,0,1.2090261282660333,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False
1,0,0,0,1,1,1,50.7,50.7,0,1.0,2,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,False,False,False,False,False,False,True,False,False,False
1,0,0,0,20,0,1,55.0,1165.55,0,0.9437604564368753,5,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,False,False,False,False,True,False,False,True,False,False
1,0,1,1,72,1,0,68.4,4855.35,0,1.0143038092001606,5,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,False,False,False,True,False,False,False,False,False,True
0,0,0,0,31,1,1,89.9,2806.9,1,0.9928747016281306,4,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,True,False,False,False,False,True,False,False,True,False
1,1,1,0,18,1,0,78.55,1422.65,1,0.9938495062032121,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,True,False,False,False,False,True,False,True,False,False
1,0,1,0,11,1,1,55.05,608.15,0,0.995724738962427,2,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,False,False,False,False,False,False,False,False,False,False
0,0,1,1,33,1,0,19.8,641.35,0,1.0187884930225306,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,True,False,False,False,True,False
